FILE,BEAM,TARGET_NAME,TARGET_TYPE,FIXED-MOVING,RA,DEC,UT_DATE,UT_TIME,MJD,AIRMASS,INTEGRATION,COADDS,INSTRUMENT,SLIT,MODE,PROGRAM,OBSERVER,SIMBAD_SEP,SIMBAD_NAME,SIMBAD_TYPE,SIMBAD_BMAG,SIMBAD_VMAG,SIMBAD_JMAG,SIMBAD_HMAG,SIMBAD_KMAG,NOTES
agamemnon0222.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.17,+12:51:43.9,2001-02-17,11:35:35.714199,51957.48305224768,1.021,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0223.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.15,+12:51:43.9,2001-02-17,11:36:23.079428,51957.48360045634,1.022,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0224.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.11,+12:51:36.3,2001-02-17,11:37:15.468826,51957.48420681512,1.023,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0225.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.09,+12:51:36.3,2001-02-17,11:38:02.860753,51957.48475533279,1.023,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0226.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.05,+12:51:44.0,2001-02-17,11:38:55.223406,51957.485361382016,1.024,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0227.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.03,+12:51:43.9,2001-02-17,11:39:42.595081,51957.48590966529,1.025,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0228.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.01,+12:51:36.3,2001-02-17,11:40:34.968063,51957.48651583406,1.025,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
sao991410229.a.fits,A,sao 99141,ignore,fixed,+10:27:55.95,+12:04:47.2,2001-02-17,11:42:21.087403,51957.48774406716,1.026,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410230.b.fits,B,sao 99141,ignore,fixed,+10:27:55.95,+12:04:54.7,2001-02-17,11:43:13.465384,51957.488350293796,1.027,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410231.b.fits,B,sao 99141,ignore,fixed,+10:27:55.96,+12:04:54.8,2001-02-17,11:44:00.829753,51957.48889849251,1.028,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410232.a.fits,A,sao 99141,ignore,fixed,+10:27:55.95,+12:04:47.0,2001-02-17,11:44:53.230001,51957.48950497686,1.028,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410233.a.fits,A,sao 99141,ignore,fixed,+10:27:55.96,+12:04:46.9,2001-02-17,11:45:40.576261,51957.490052965986,1.029,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410234.b.fits,B,sao 99141,ignore,fixed,+10:27:55.92,+12:04:54.3,2001-02-17,11:46:32.934656,51957.49065896593,1.03,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410235.b.fits,B,sao 99141,ignore,fixed,+10:27:55.93,+12:04:54.2,2001-02-17,11:47:20.301660,51957.49120719514,1.03,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410236.a.fits,A,sao 99141,ignore,fixed,+10:27:55.92,+12:04:46.8,2001-02-17,11:48:12.689328,51957.49181353389,1.031,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao1180510237.a.fits,A,sao 118051,ignore,fixed,+10:01:00.50,+08:56:57.6,2001-02-17,11:50:25.638180,51957.49335229375,1.077,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510238.b.fits,B,sao 118051,ignore,fixed,+10:01:00.50,+08:57:04.8,2001-02-17,11:51:18.017812,51957.49395853949,1.078,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510239.b.fits,B,sao 118051,ignore,fixed,+10:01:00.51,+08:57:04.8,2001-02-17,11:52:05.364053,51957.49450652839,1.08,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510240.a.fits,A,sao 118051,ignore,fixed,+10:01:00.51,+08:56:57.1,2001-02-17,11:52:57.782515,51957.49511322355,1.081,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
achilles0241.a.fits,A,588 achilles,ignore,moving,+09:59:30.60,+09:18:46.6,2001-02-17,11:57:57.924902,51957.498587093774,1.091,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0242.b.fits,B,588 achilles,ignore,moving,+09:59:30.56,+09:18:53.9,2001-02-17,11:58:50.439340,51957.49919489977,1.092,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0243.b.fits,B,588 achilles,ignore,moving,+09:59:30.53,+09:18:53.9,2001-02-17,11:59:37.769086,51957.49974269776,1.094,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0244.a.fits,A,588 achilles,ignore,moving,+09:59:30.54,+09:18:46.2,2001-02-17,12:00:30.134009,51957.500348773254,1.096,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0245.a.fits,A,588 achilles,ignore,moving,+09:59:30.50,+09:18:46.5,2001-02-17,12:01:17.457058,51957.50089649373,1.097,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0246.b.fits,B,588 achilles,ignore,moving,+09:59:30.45,+09:18:54.2,2001-02-17,12:02:09.828706,51957.50150264706,1.099,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0247.b.fits,B,588 achilles,ignore,moving,+09:59:30.45,+09:18:53.9,2001-02-17,12:02:57.173295,51957.50205061684,1.1,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0248.a.fits,A,588 achilles,ignore,moving,+09:59:30.44,+09:18:46.2,2001-02-17,12:03:49.533513,51957.50265663788,1.102,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0249.a.fits,A,588 achilles,ignore,moving,+09:59:30.42,+09:18:46.4,2001-02-17,12:04:36.959280,51957.503205547226,1.103,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0250.b.fits,B,588 achilles,ignore,moving,+09:59:30.40,+09:18:53.8,2001-02-17,12:05:29.328597,51957.503811673574,1.105,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0251.b.fits,B,588 achilles,ignore,moving,+09:59:30.37,+09:18:53.7,2001-02-17,12:06:16.667113,51957.50435957307,1.107,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0252.a.fits,A,588 achilles,ignore,moving,+09:59:30.38,+09:18:46.3,2001-02-17,12:07:09.053574,51957.504965897846,1.109,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0253.a.fits,A,588 achilles,ignore,moving,+09:59:30.35,+09:18:46.3,2001-02-17,12:07:56.393443,51957.505513813,1.11,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0254.b.fits,B,588 achilles,ignore,moving,+09:59:30.34,+09:18:53.5,2001-02-17,12:08:48.768503,51957.50612000582,1.112,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0255.b.fits,B,588 achilles,ignore,moving,+09:59:30.32,+09:18:53.5,2001-02-17,12:09:36.090857,51957.506667718255,1.114,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0256.a.fits,A,588 achilles,ignore,moving,+09:59:30.33,+09:18:45.9,2001-02-17,12:10:28.473410,51957.5072739978,1.115,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0257.a.fits,A,588 achilles,ignore,moving,+09:59:30.33,+09:18:46.1,2001-02-17,12:11:15.827768,51957.507822080646,1.117,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0258.b.fits,B,588 achilles,ignore,moving,+09:59:30.31,+09:18:53.5,2001-02-17,12:12:08.188334,51957.50842810572,1.119,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0259.b.fits,B,588 achilles,ignore,moving,+09:59:30.27,+09:18:53.6,2001-02-17,12:12:55.518755,51957.508975911514,1.121,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0260.a.fits,A,588 achilles,ignore,moving,+09:59:30.27,+09:18:46.0,2001-02-17,12:13:47.883205,51957.50958198154,1.123,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
sao1180510261.a.fits,A,sao 118051,ignore,fixed,+10:01:00.48,+08:56:57.3,2001-02-17,12:16:34.982573,51957.511516002,1.127,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510262.b.fits,B,sao 118051,ignore,fixed,+10:01:00.47,+08:57:04.6,2001-02-17,12:17:27.533893,51957.512124234876,1.129,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510263.b.fits,B,sao 118051,ignore,fixed,+10:01:00.50,+08:57:04.7,2001-02-17,12:18:14.895111,51957.51267239712,1.131,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510264.a.fits,A,sao 118051,ignore,fixed,+10:01:00.50,+08:56:57.3,2001-02-17,12:19:07.368735,51957.51327973073,1.133,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
achilles0265.a.fits,A,588 achilles,ignore,moving,+09:59:30.13,+09:18:48.7,2001-02-17,12:22:03.889442,51957.51532279447,1.142,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0266.b.fits,B,588 achilles,ignore,moving,+09:59:30.08,+09:18:56.2,2001-02-17,12:22:56.249651,51957.5159288154,1.144,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0267.b.fits,B,588 achilles,ignore,moving,+09:59:30.06,+09:18:56.3,2001-02-17,12:23:43.599142,51957.51647684192,1.146,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0268.a.fits,A,588 achilles,ignore,moving,+09:59:30.07,+09:18:48.6,2001-02-17,12:24:35.994505,51957.51708326973,1.148,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0269.a.fits,A,588 achilles,ignore,moving,+09:59:30.07,+09:18:48.6,2001-02-17,12:25:23.350183,51957.51763136786,1.151,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0270.b.fits,B,588 achilles,ignore,moving,+09:59:30.03,+09:18:56.1,2001-02-17,12:26:15.729306,51957.51823760771,1.153,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0271.b.fits,B,588 achilles,ignore,moving,+09:59:30.04,+09:18:56.0,2001-02-17,12:27:03.107101,51957.518785961816,1.155,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0272.a.fits,A,588 achilles,ignore,moving,+09:59:30.05,+09:18:48.4,2001-02-17,12:27:55.484269,51957.51939217904,1.157,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0273.a.fits,A,588 achilles,ignore,moving,+09:59:30.08,+09:18:48.4,2001-02-17,12:28:42.862523,51957.51994053846,1.159,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0274.b.fits,B,588 achilles,ignore,moving,+09:59:30.03,+09:18:56.1,2001-02-17,12:29:35.319298,51957.52054767706,1.161,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0275.b.fits,B,588 achilles,ignore,moving,+09:59:30.03,+09:18:56.0,2001-02-17,12:30:22.683709,51957.52109587626,1.164,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0276.a.fits,A,588 achilles,ignore,moving,+09:59:30.02,+09:18:48.4,2001-02-17,12:31:15.034147,51957.521701784106,1.166,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0277.a.fits,A,588 achilles,ignore,moving,+09:59:30.02,+09:18:48.4,2001-02-17,12:32:02.387486,51957.52224985516,1.169,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0278.b.fits,B,588 achilles,ignore,moving,+09:59:29.98,+09:18:56.0,2001-02-17,12:32:54.748964,51957.522855890784,1.171,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0279.b.fits,B,588 achilles,ignore,moving,+09:59:29.96,+09:18:56.0,2001-02-17,12:33:42.078013,51957.52340368071,1.173,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0280.a.fits,A,588 achilles,ignore,moving,+09:59:29.97,+09:18:48.4,2001-02-17,12:34:34.523719,51957.524010691195,1.175,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0281.a.fits,A,588 achilles,ignore,moving,+09:59:29.96,+09:18:48.4,2001-02-17,12:35:21.874219,51957.52455872938,1.178,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0282.b.fits,B,588 achilles,ignore,moving,+09:59:29.94,+09:18:55.9,2001-02-17,12:36:14.338384,51957.52516595352,1.18,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0283.b.fits,B,588 achilles,ignore,moving,+09:59:29.93,+09:18:56.0,2001-02-17,12:37:01.689922,51957.52571400373,1.183,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0284.a.fits,A,588 achilles,ignore,moving,+09:59:29.92,+09:18:48.3,2001-02-17,12:37:54.123022,51957.52632086831,1.186,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
sao1180510285.a.fits,A,sao 118051,ignore,fixed,+10:01:00.43,+08:56:57.6,2001-02-17,12:39:45.548392,51957.5276105138,1.189,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510286.b.fits,B,sao 118051,ignore,fixed,+10:01:00.45,+08:57:04.9,2001-02-17,12:40:37.970640,51957.52821725278,1.191,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510287.b.fits,B,sao 118051,ignore,fixed,+10:01:00.45,+08:57:04.9,2001-02-17,12:41:25.321144,51957.52876529102,1.194,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510288.a.fits,A,sao 118051,ignore,fixed,+10:01:00.47,+08:56:57.4,2001-02-17,12:42:17.745339,51957.52937205254,1.197,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
achilles0289.a.fits,A,588 achilles,ignore,moving,+09:59:29.52,+09:18:50.7,2001-02-17,12:44:21.855283,51957.53080851022,1.206,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0290.b.fits,B,588 achilles,ignore,moving,+09:59:29.49,+09:18:58.1,2001-02-17,12:45:14.223598,51957.53141462498,1.209,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0291.b.fits,B,588 achilles,ignore,moving,+09:59:29.48,+09:18:58.1,2001-02-17,12:46:01.582077,51957.53196275552,1.211,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0292.a.fits,A,588 achilles,ignore,moving,+09:59:29.46,+09:18:50.4,2001-02-17,12:46:54.018311,51957.532569656374,1.214,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0293.a.fits,A,588 achilles,ignore,moving,+09:59:29.44,+09:18:50.4,2001-02-17,12:47:41.348579,51957.53311746041,1.217,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0294.b.fits,B,588 achilles,ignore,moving,+09:59:29.41,+09:18:58.1,2001-02-17,12:48:33.723084,51957.533723646804,1.22,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0295.b.fits,B,588 achilles,ignore,moving,+09:59:29.39,+09:18:58.1,2001-02-17,12:49:21.084083,51957.534271806515,1.222,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0296.a.fits,A,588 achilles,ignore,moving,+09:59:29.36,+09:18:50.5,2001-02-17,12:50:13.647978,51957.53488018493,1.225,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0297.a.fits,A,588 achilles,ignore,moving,+09:59:29.37,+09:18:50.5,2001-02-17,12:51:01.015375,51957.53542841869,1.228,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0298.b.fits,B,588 achilles,ignore,moving,+09:59:29.34,+09:18:58.1,2001-02-17,12:51:53.412643,51957.53603486855,1.231,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0299.b.fits,B,588 achilles,ignore,moving,+09:59:29.32,+09:18:58.1,2001-02-17,12:52:40.784108,51957.5365831494,1.234,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0300.a.fits,A,588 achilles,ignore,moving,+09:59:29.31,+09:18:50.4,2001-02-17,12:53:33.217404,51957.53719001625,1.238,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0301.a.fits,A,588 achilles,ignore,moving,+09:59:29.30,+09:18:50.4,2001-02-17,12:54:20.610236,51957.5377385444,1.24,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0302.b.fits,B,588 achilles,ignore,moving,+09:59:29.25,+09:18:57.9,2001-02-17,12:55:12.992216,51957.538344817316,1.243,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0303.b.fits,B,588 achilles,ignore,moving,+09:59:29.23,+09:18:57.8,2001-02-17,12:56:00.357822,51957.538893030345,1.247,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0304.a.fits,A,588 achilles,ignore,moving,+09:59:29.21,+09:18:50.3,2001-02-17,12:56:52.757056,51957.539499502964,1.25,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0305.a.fits,A,588 achilles,ignore,moving,+09:59:29.19,+09:18:50.4,2001-02-17,12:57:40.143864,51957.54004796139,1.253,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0306.b.fits,B,588 achilles,ignore,moving,+09:59:29.16,+09:18:57.8,2001-02-17,12:58:32.491401,51957.54065383566,1.256,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0307.b.fits,B,588 achilles,ignore,moving,+09:59:29.14,+09:18:57.8,2001-02-17,12:59:19.829517,51957.54120173052,1.259,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0308.a.fits,A,588 achilles,ignore,moving,+09:59:29.13,+09:18:50.1,2001-02-17,13:00:12.225931,51957.5418081705,1.262,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
sao1180510309.a.fits,A,sao 118051,ignore,fixed,+10:01:00.40,+08:56:57.7,2001-02-17,13:01:59.036090,51957.543044399186,1.266,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510310.b.fits,B,sao 118051,ignore,fixed,+10:01:00.40,+08:57:05.2,2001-02-17,13:02:51.453134,51957.54365107794,1.269,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510311.b.fits,B,sao 118051,ignore,fixed,+10:01:00.40,+08:57:05.2,2001-02-17,13:03:38.832466,51957.54419944984,1.273,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
sao1180510312.a.fits,A,sao 118051,ignore,fixed,+10:01:00.42,+08:56:57.6,2001-02-17,13:04:31.237637,51957.54480599117,1.276,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,0.978983,HD  86794B,0.0,0.0,0.0,0.0,0.0,0.0,
achilles0313.a.fits,A,588 achilles,ignore,moving,+09:59:28.91,+09:18:52.4,2001-02-17,13:06:35.084482,51957.546239403724,1.289,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0314.b.fits,B,588 achilles,ignore,moving,+09:59:28.89,+09:18:59.9,2001-02-17,13:07:27.445652,51957.54684543579,1.293,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0315.b.fits,B,588 achilles,ignore,moving,+09:59:28.89,+09:18:59.9,2001-02-17,13:08:14.787880,51957.54739337824,1.296,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0316.a.fits,A,588 achilles,ignore,moving,+09:59:28.90,+09:18:52.4,2001-02-17,13:09:07.150434,51957.54799942632,1.299,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0317.a.fits,A,588 achilles,ignore,moving,+09:59:28.89,+09:18:52.2,2001-02-17,13:09:54.546563,51957.54854799263,1.303,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0318.b.fits,B,588 achilles,ignore,moving,+09:59:28.84,+09:18:59.8,2001-02-17,13:10:46.904699,51957.549153989574,1.307,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0319.b.fits,B,588 achilles,ignore,moving,+09:59:28.83,+09:18:59.8,2001-02-17,13:11:34.225431,51957.54970168323,1.311,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0320.a.fits,A,588 achilles,ignore,moving,+09:59:28.84,+09:18:52.3,2001-02-17,13:12:26.599319,51957.55030786249,1.315,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0321.a.fits,A,588 achilles,ignore,moving,+09:59:28.82,+09:18:52.3,2001-02-17,13:13:14.007908,51957.55085657301,1.318,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0322.b.fits,B,588 achilles,ignore,moving,+09:59:28.80,+09:18:59.9,2001-02-17,13:14:06.513916,51957.55146428144,1.322,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0323.b.fits,B,588 achilles,ignore,moving,+09:59:28.78,+09:18:59.8,2001-02-17,13:14:53.856554,51957.55201222863,1.326,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
achilles0324.a.fits,A,588 achilles,ignore,moving,+09:59:28.80,+09:18:52.1,2001-02-17,13:15:46.348489,51957.55261977418,1.33,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
arc0325.a.fits,A,arc lamp,ignore,fixed,+09:59:28.78,+09:18:52.2,2001-02-17,13:16:50.725230,51957.55336487535,1.333,1.5,10,spex,0.8x15,LongXD1.9,2001A109,Emery,8.632347,HD  60234,G0,8.31,7.64,6.49,6.226,6.16,
arc0326.b.fits,B,arc lamp,ignore,fixed,+09:59:28.77,+09:18:52.2,2001-02-17,13:17:21.454286,51957.55372053572,1.336,1.5,10,spex,0.8x15,LongXD1.9,2001A109,Emery,8.632347,HD  60234,G0,8.31,7.64,6.49,6.226,6.16,
flat0327.a.fits,A,flat lamp,ignore,fixed,+09:59:28.72,+09:18:52.3,2001-02-17,13:19:49.428610,51957.5554332015,1.347,0.2,10,spex,0.8x15,LongXD1.9,2001A109,Emery,8.632347,HD  60234,G0,8.31,7.64,6.49,6.226,6.16,
flat0328.a.fits,A,flat lamp,ignore,fixed,+09:59:28.71,+09:18:52.3,2001-02-17,13:19:54.085500,51957.5554871007,1.347,0.2,10,spex,0.8x15,LongXD1.9,2001A109,Emery,8.632347,HD  60234,G0,8.31,7.64,6.49,6.226,6.16,
flat0329.a.fits,A,flat lamp,ignore,fixed,+09:59:28.71,+09:18:52.3,2001-02-17,13:19:58.752919,51957.55554112175,1.347,0.2,10,spex,0.8x15,LongXD1.9,2001A109,Emery,8.632347,HD  60234,G0,8.31,7.64,6.49,6.226,6.16,
